accuracy,ratio,time
0.92,0.8741796103839771,6.467286586761475
0.9336666666666666,0.6185319430309058,0.8882286548614502
0.8623333333333334,0.1847897227764196,0.38935089111328125
0.9276666666666666,0.2680728239950034,0.46466994285583496
0.9133333333333333,0.6106275698774835,0.551478385925293
0.9103333333333333,0.25579232729643386,0.45233654975891113
0.87,0.1968787640698889,0.43573617935180664
0.8960000000000001,0.30718442817975694,0.481839656829834
0.9036666666666666,0.8035188905159274,0.5679903030395508
0.9243333333333333,0.5199597601764637,0.4697246551513672
0.9326666666666666,0.602764222882297,0.5196120738983154
0.934,1.0277815468186458,0.505293607711792
0.9283333333333332,0.5866819688538808,0.482846736907959
0.8916666666666667,0.5670030882867968,0.4550025463104248
0.9283333333333332,0.4176815476947252,0.523289680480957
0.9176666666666666,1.0318841626422213,0.5934126377105713
0.9086666666666666,0.598743659375193,0.50282883644104
0.9286666666666666,0.791634980013637,0.5523242950439453
0.9203333333333333,0.5867913719425095,0.49384403228759766
0.899,0.7284546963305734,0.48829150199890137
0.8936666666666667,0.26789504397598174,0.4372067451477051
0.9163333333333334,0.571215107199001,0.47205352783203125
0.904,0.7284820471027306,0.5099484920501709
0.9263333333333335,0.6580127826397811,0.5411098003387451
0.9196666666666666,0.6619239430582565,0.5225875377655029
0.9253333333333333,0.8390612189341703,0.5232300758361816
0.885,0.8745078196498631,0.5403151512145996
0.9113333333333332,0.6225661819240884,0.5336534976959229
0.9206666666666666,0.5593722228549463,0.4907069206237793
0.9330000000000002,0.5751672937757122,0.47538232803344727
0.915,0.5710920287242938,0.4733757972717285
0.9006666666666666,0.476567760149113,0.45754241943359375
0.8923333333333333,0.4646564988746653,0.448620080947876
0.9196666666666666,0.5039322076923619,0.43247461318969727
0.8983333333333333,0.44106645788910587,0.42153096199035645
0.91,0.5199460847903852,0.43797850608825684
0.8976666666666666,0.2837174656689048,0.468364953994751
0.9166666666666665,0.5394882114966834,0.4808683395385742
0.9280000000000002,0.5196315509105777,0.4911518096923828
0.9143333333333333,0.4526768606698247,0.3969297409057617
0.912,0.5553790101199994,0.47794628143310547
0.8946666666666667,0.7720655025351816,0.47623682022094727
0.8943333333333334,0.523775192892389,0.44120073318481445
0.909,0.24802470800379747,0.4008467197418213
0.8926666666666666,0.4370595697680804,0.4432036876678467
0.915,0.8585759948683114,0.5985362529754639
0.9206666666666666,0.28747819684051573,0.4753601551055908
0.8953333333333333,0.20063949524149985,0.4024784564971924
0.9263333333333335,1.0278225729768815,0.5356013774871826
0.9083333333333333,0.22072863739094148,0.479201078414917
0.91,0.5435087750037875,0.5160479545593262
0.9116666666666666,0.350699506681815,0.4843785762786865
0.9403333333333334,0.9844579237216879,0.5972111225128174
0.9133333333333333,0.5829212376822699,0.5214536190032959
0.9126666666666666,0.7836348791576646,0.5016436576843262
0.925,0.2716147489893569,0.7374434471130371
0.929,0.46070431229795417,0.46647214889526367
0.9016666666666666,0.5709963010217437,0.4630286693572998
0.925,0.8626649353058083,0.580268383026123
0.9083333333333333,0.9374829725417478,0.560215950012207
0.8743333333333332,0.19281717440454912,0.41008663177490234
0.9166666666666665,0.31890423404910445,0.45369553565979004
0.8986666666666666,1.063446953711596,0.6568593978881836
0.935,1.0632281475343386,0.5677640438079834
0.907,0.5159528720554383,0.4806230068206787
0.9079999999999999,0.7797373941252678,0.5688395500183105
0.9330000000000002,0.6694180546293211,0.6199910640716553
0.8966666666666666,0.44108013327518447,0.4596066474914551
0.9333333333333332,0.40961306990835994,0.6584470272064209
0.9176666666666666,0.7918127600326585,0.5230791568756104
0.915,0.6023813120720967,0.5167632102966309
0.9236666666666666,1.012383062094159,0.5379390716552734
0.92,0.22034572658074109,0.4344615936279297
0.9213333333333334,0.21264648421849763,0.5268149375915527
0.8956666666666667,0.2676625624126458,0.45174598693847656
0.917,0.5867503457842738,0.504706859588623
0.907,0.4529366930053178,0.42855095863342285
0.9103333333333333,0.8429040024222527,0.5287384986877441
0.9223333333333333,0.7759903383397355,0.4927051067352295
0.91,0.1927351220880776,0.41866588592529297
0.8963333333333332,0.18484442432073395,0.383436918258667
0.903,0.5787502449283014,0.5109524726867676
0.9313333333333333,0.8115053159858212,0.5355439186096191
0.916,0.618422539942277,0.5383191108703613
0.8983333333333333,0.18487177509289113,0.3838932514190674
0.907,0.18870088319489497,0.4047534465789795
0.9313333333333333,0.8428766516500956,0.5321388244628906
0.9183333333333333,1.0829480542596583,0.5375983715057373
0.897,0.40603011875577066,0.6097490787506104
0.9163333333333334,0.7956418681346624,0.5232551097869873
0.9206666666666666,0.8506305955566534,0.5475478172302246
0.8783333333333333,0.22045512966936975,0.43923330307006836
0.9183333333333333,0.5788322972447729,0.4848473072052002
0.8863333333333333,0.1847213458460267,0.36135053634643555
0.9103333333333333,0.2244620177903952,0.43410539627075195
0.9006666666666666,0.2477375248961472,0.3970916271209717
0.905,1.055501554399938,0.5498907566070557
0.9223333333333333,0.6656573234577102,0.6033146381378174
0.9263333333333335,0.3190820140681261,0.45090413093566895
0.9046666666666667,0.32683595797468384,0.4390435218811035
0.9076666666666666,0.4564922933857499,0.40807461738586426
0.9083333333333333,0.6025454167050397,0.4893357753753662
0.892,1.1028183902318427,0.5310842990875244
0.93,0.8586853979569401,0.5279927253723145
0.9236666666666666,0.5278231071716503,0.5922491550445557
0.916,0.5241581037025894,0.501056432723999
0.9106666666666666,0.19667363327871012,0.4371485710144043
0.911,0.26372405122201326,0.42281293869018555
0.9213333333333334,0.7717646440414526,0.5752227306365967
0.9313333333333333,0.8545691067472859,0.5690507888793945
0.9063333333333332,0.925612737425536,0.6410784721374512
0.9096666666666667,0.9649294724014683,0.5389199256896973
0.9106666666666666,0.45658802108830004,0.4604942798614502
0.9136666666666666,0.7759356367954211,0.5133776664733887
0.9203333333333333,0.9767586813594444,0.5162384510040283
0.9286666666666666,0.8191498568037503,0.5015850067138672
0.9243333333333333,0.7129741592896149,0.482269287109375
0.9223333333333333,1.110886868018208,0.5793054103851318
0.9236666666666666,0.8428903270361742,0.6073093414306641
0.9203333333333333,0.3109998608956822,0.42986440658569336
0.9206666666666666,0.3151845290357293,0.4937725067138672
0.9336666666666666,0.5709552748635079,0.47178125381469727
0.9093333333333333,0.44477248751640247,0.4142322540283203
0.9216666666666665,0.2834302825612545,0.4755074977874756
0.8896666666666667,0.2517854391754084,0.42325425148010254
0.9129999999999999,0.49226710336732876,0.47846460342407227
0.9146666666666667,0.7087621403774107,0.4520223140716553
0.9203333333333333,1.039938965042508,0.521857500076294
0.9383333333333332,0.3032048908308887,0.5044956207275391
0.909,1.1459915840819361,0.579143762588501
0.914,0.3345488757230059,0.4732017517089844
0.92,0.8702958007376589,0.5346734523773193
0.9123333333333333,1.1539643341657513,0.5571236610412598
0.9129999999999999,0.43727837594533775,0.40976762771606445
0.938,1.0635290060280675,0.5387041568756104
0.8960000000000001,0.4570393088288934,0.44106459617614746
0.905,0.5868050473285881,0.4811370372772217
0.938,0.775908286023264,0.5093562602996826
0.8983333333333333,0.5828118345936413,0.48430609703063965
0.9203333333333333,0.858917879520276,0.5684280395507812
0.921,0.5200418124929352,0.48340749740600586
0.911,0.3308018199374736,0.46898317337036133
0.9186666666666666,0.6263269130956993,0.607628345489502
0.907,1.051672446297934,0.5620458126068115
0.866,1.0673170879718354,0.5010292530059814
0.8996666666666667,0.6107232975800336,0.5334568023681641
0.9016666666666666,0.51187760700402,0.46616673469543457
0.9183333333333333,0.732557312154149,0.4851968288421631
0.9103333333333333,0.5197683047713636,0.4301760196685791
0.8683333333333333,0.27168312591974986,0.47078728675842285
0.9010000000000001,0.5118912823900985,0.47763633728027344
0.895,0.5394882114966834,0.4911184310913086
0.9023333333333333,0.73641377102831,0.5127518177032471
0.9083333333333333,0.46082739077266144,0.5037765502929688
0.9223333333333333,0.5236657898037603,0.4661424160003662
0.9133333333333333,0.3190683386820475,0.45156097412109375
0.9066666666666666,0.8665897711103623,0.5377023220062256
0.9223333333333333,1.0911259351346523,0.5712170600891113
0.8966666666666666,0.5868050473285881,0.5277466773986816
0.8986666666666666,0.2634915696586773,0.39731335639953613
0.9196666666666666,0.7799698756886038,0.5079708099365234
0.915,0.2714506443564139,0.5062859058380127
0.9163333333333334,0.2720660367299502,0.5139820575714111
0.907,1.126476808147795,0.5710673332214355
0.9106666666666666,0.8271773084318798,0.5583248138427734
0.9196666666666666,1.1462377410313507,0.5538437366485596
0.904,0.7679355359394489,0.5551857948303223
0.9133333333333333,0.252195700757766,0.44652485847473145
0.9286666666666666,0.6973021668435564,0.47318482398986816
0.9103333333333333,0.5398300961486481,0.4783899784088135
0.9330000000000002,0.704796278414621,0.46870923042297363
0.862,0.24784692798477587,0.3877222537994385
0.9123333333333333,0.31893158482126166,0.45224499702453613
0.9343333333333333,0.6106685960357192,0.6035923957824707
0.9243333333333333,0.7129057823592221,0.4959537982940674
0.888,0.6066070063703795,0.5707001686096191
0.9226666666666666,0.5869554765754526,0.5205721855163574
0.9153333333333333,0.5235974128733675,0.5228955745697021
0.9156666666666666,0.689069584424248,0.40884876251220703
0.9103333333333333,0.5239529729114106,0.46927595138549805
0.924,0.5121237639534345,0.4648435115814209
0.8766666666666667,0.46480692812152974,0.4743645191192627
0.93,0.417325987656682,0.5096297264099121
0.9016666666666666,0.7717783194275313,0.4695565700531006
0.914,0.25982656618961647,0.45021677017211914
0.9093333333333333,0.8584939425518399,0.5467371940612793
0.9010000000000001,0.48027378977640955,0.47714900970458984
0.9133333333333333,0.7406121145544357,0.4975278377532959
0.9053333333333333,0.5318299952926757,0.49541759490966797
0.9196666666666666,0.7559969238928439,0.45944643020629883
0.9236666666666666,0.5359189357301727,0.5816552639007568
0.9223333333333333,0.8389518158455417,0.5338027477264404
0.932,0.5904974015698061,0.5298745632171631
0.8963333333333332,0.6889875321077765,0.5236704349517822
0.894,0.5396249653574693,0.5618090629577637
0.9116666666666666,0.7955187896599552,0.5155801773071289
0.9046666666666667,0.5238435698227819,0.4763154983520508
0.8996666666666667,0.6264226407982494,0.5425209999084473
0.9256666666666666,0.5159528720554383,0.4902639389038086
0.9246666666666666,0.6026274690215112,0.4952983856201172
0.94,0.8545554313612074,0.5007197856903076
0.9306666666666666,0.5393788084080547,0.4578092098236084
